City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Concepcion,CL,-36.827,-73.0498,46.2,81,40,6.91,scattered clouds
457,Bidar,IN,17.9,77.55,82.99,51,100,11.65,overcast clouds
458,Rio Cuarto,AR,-33.1307,-64.3499,55.47,45,15,15.82,few clouds
459,Le Port,RE,-20.9373,55.2919,73.26,73,23,5.3,few clouds
460,Coxim,BR,-18.5067,-54.76,53.67,49,72,4.25,broken clouds
461,Atikokan,CA,48.7555,-91.6216,58.57,58,100,8.66,overcast clouds
462,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.36,86,23,1.39,few clouds
463,Marica,BR,-22.9194,-42.8186,66.15,65,100,14.65,overcast clouds
464,Waipawa,NZ,-41.4122,175.5153,49.95,70,57,28.27,moderate rain
465,Goure,NE,13.9835,10.2704,85.01,51,3,12.8,clear sky
466,Kudahuvadhoo,MV,2.6708,72.8944,83.16,70,67,5.41,broken clouds
467,Haines Junction,CA,60.7522,-137.5108,58.95,41,100,8.05,overcast clouds
468,Uvalde,US,29.3669,-99.767,95.14,18,6,13.33,clear sky
469,Jhalawar,IN,24.6,76.15,87.44,57,86,10.18,overcast clouds
470,Maniitsoq,GL,65.4167,-52.9,33.94,84,99,24.16,snow
471,Negotin,RS,44.2264,22.5308,62.8,95,68,2.17,broken clouds
472,Sijunjung,ID,-0.6876,100.9537,80.37,73,95,1.07,overcast clouds
473,Tongeren,BE,50.7805,5.4648,55.06,86,0,6.91,clear sky
474,Frontera,MX,26.9333,-101.45,91.58,20,1,17.72,clear sky
475,Sar-E Pul,AF,35.8333,66.1667,67.91,47,0,1.54,clear sky
476,Longview,US,32.5007,-94.7405,88.05,65,0,9.22,clear sky
477,Itarema,BR,-2.9248,-39.9167,75.83,84,71,7.7,broken clouds
478,Ust-Tsilma,RU,65.441,52.1498,52.81,45,100,3.29,overcast clouds
479,High Level,CA,58.5169,-117.136,66.78,35,52,3.58,broken clouds
480,Berlevag,NO,70.8578,29.0864,44.55,76,100,21.85,overcast clouds
481,Northam,GB,51.0333,-4.2167,54.61,84,16,9.89,few clouds
482,Havoysund,NO,70.9963,24.6622,43.03,90,100,20.15,overcast clouds
483,High Rock,BS,26.6208,-78.2833,82.42,78,78,10.56,broken clouds
484,Mezen,RU,65.8522,44.24,55.85,59,100,8.46,overcast clouds
485,Herran,CO,7.5061,-72.4833,57.4,99,100,2.64,overcast clouds
486,Outjo,NA,-20.1167,16.15,53.26,54,0,7.87,clear sky
487,Gamba,GA,-2.65,10.0,73.35,92,28,4.0,scattered clouds
488,Kutum,SD,14.2,24.6667,77.16,46,38,6.42,scattered clouds
489,Caravelas,BR,-17.7125,-39.2481,71.08,90,66,4.21,broken clouds
490,Beroroha,MG,-21.6667,45.1667,58.05,79,0,4.34,clear sky
491,Bilma,NE,18.6853,12.9164,88.47,13,13,11.41,few clouds
492,Piacabucu,BR,-10.4056,-36.4344,74.41,86,0,3.2,clear sky
493,Adrar,MR,20.5022,-10.0711,86.92,31,18,11.16,few clouds
494,Vermilion,US,40.1667,-87.7506,78.62,87,40,3.44,scattered clouds
495,Ukiah,US,39.1502,-123.2078,63.37,70,0,6.91,clear sky
496,Davila,PH,18.4726,120.5763,89.58,72,84,9.31,broken clouds
497,Ahuimanu,US,21.4447,-157.8378,82.11,71,75,18.41,broken clouds
498,Isangel,VU,-19.55,169.2667,87.91,74,75,6.91,broken clouds
499,Goma,CD,-1.6792,29.2228,60.19,89,61,3.33,broken clouds
500,Krasnyy Yar,RU,46.5331,48.3456,69.73,47,89,15.82,overcast clouds
501,Huarmey,PE,-10.0681,-78.1522,63.75,83,7,9.35,clear sky
502,Fukue,JP,32.6881,128.8419,66.56,94,100,10.36,moderate rain
503,Aksarka,RU,66.5606,67.7975,41.34,67,100,23.51,overcast clouds
504,Punta Cardon,VE,11.6581,-70.215,80.02,77,98,27.83,overcast clouds
505,Ibatiba,BR,-20.2339,-41.5106,60.66,98,99,3.78,overcast clouds
506,Axim,GH,4.8699,-2.2405,76.14,80,43,5.53,scattered clouds
507,Mpanda,TZ,-6.3655,31.0409,64.11,69,94,3.04,overcast clouds
508,Calvinia,ZA,-31.4707,19.776,51.71,48,100,4.81,overcast clouds
509,Cintalapa,MX,16.6951,-93.7272,70.75,98,100,1.86,overcast clouds
510,Grand Gaube,MU,-20.0064,57.6608,72.0,86,38,8.01,moderate rain
511,Rio Gallegos,AR,-51.6226,-69.2181,39.25,87,0,3.44,clear sky
512,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,36.91,91,0,3.47,clear sky
513,Lungi,SL,9.2212,-12.6831,74.7,95,100,3.42,light rain
514,Madison,US,34.7334,-86.5667,81.86,80,0,11.99,clear sky
515,Te Anau,NZ,-45.4167,167.7167,39.18,99,100,3.62,overcast clouds
516,Guanica,PR,17.9716,-66.908,82.06,81,4,6.6,clear sky
517,Luganville,VU,-15.5333,167.1667,83.41,69,76,5.93,broken clouds
518,Chanthaburi,TH,12.8333,102.1667,81.5,63,95,4.59,overcast clouds
519,Ilulissat,GL,69.2167,-51.1,32.02,86,100,9.22,light snow
520,Camana,PE,-16.6228,-72.7111,62.4,78,24,8.32,few clouds
521,Khorinsk,RU,52.1657,109.7726,72.41,28,100,3.24,overcast clouds
522,Chiredzi,ZW,-21.05,31.6667,53.73,74,0,3.51,clear sky
523,Nandi Hills,KE,0.1066,35.1838,52.3,95,69,3.94,broken clouds
524,Palana,RU,59.1167,159.9667,39.25,93,100,6.82,light rain
525,Lapua,FI,62.9693,23.0088,54.34,95,92,6.02,overcast clouds
526,Boa Vista,BR,2.8197,-60.6733,78.78,83,75,1.14,broken clouds
527,Sfantu Gheorghe,RO,45.8667,25.7833,60.26,95,11,1.81,few clouds
528,Nenjiang,CN,49.1833,125.2167,68.11,77,100,15.12,moderate rain
529,Nouna,BF,12.7333,-3.8667,84.65,56,15,9.26,few clouds
530,Vitim,RU,59.4511,112.5578,67.91,35,100,0.34,overcast clouds
531,Filingue,NE,14.3521,3.3168,89.67,42,100,10.07,overcast clouds
532,Hofn,IS,64.2539,-15.2082,48.69,89,99,9.64,light rain
533,Akyab,MM,20.15,92.9,85.15,73,40,3.98,scattered clouds
534,Rodrigues Alves,BR,-7.738,-72.6509,62.8,85,10,2.08,clear sky
535,Somerton,US,32.5964,-114.7097,103.1,31,0,9.22,clear sky
536,Sohag,EG,26.557,31.6948,81.57,34,0,8.08,clear sky
537,Kampong Thum,KH,12.7111,104.8887,83.93,71,100,4.72,overcast clouds
538,Rafaela,AR,-31.2503,-61.4867,50.99,48,8,3.0,clear sky
539,Kearney,US,40.6995,-99.0815,80.51,75,0,10.36,clear sky
540,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,68.61,99,95,2.37,overcast clouds
541,Lansing,US,42.7325,-84.5555,66.58,79,7,6.42,clear sky
542,Corinto,GR,37.9407,22.9573,76.89,71,69,3.58,broken clouds
543,Mayumba,GA,-3.432,10.6554,74.28,88,28,3.11,scattered clouds
544,Podporozhye,RU,60.9112,34.1706,55.15,92,99,4.27,overcast clouds
545,Akcakoca,TR,41.0866,31.1162,63.41,94,80,3.2,broken clouds
546,Lovington,US,32.944,-103.3485,90.18,19,12,4.0,few clouds
547,Westerly,US,41.3776,-71.8273,67.41,89,40,1.01,scattered clouds
548,Neuquen,AR,-38.9516,-68.0591,50.09,30,100,1.28,overcast clouds
549,Aginskoye,RU,51.1,114.53,71.1,38,4,11.45,clear sky
550,Moose Factory,CA,51.2585,-80.6094,50.0,87,40,6.91,scattered clouds
551,Bambanglipuro,ID,-7.95,110.2833,81.93,74,97,2.21,overcast clouds
552,Tepalcatepec,MX,19.1833,-102.85,82.11,65,96,5.32,overcast clouds
553,Mount Pleasant,US,32.7941,-79.8626,81.0,91,75,11.5,mist
554,Tymovskoye,RU,50.8456,142.655,70.43,45,93,5.57,overcast clouds
555,Shimoda,JP,34.6667,138.95,75.56,69,100,12.06,overcast clouds
556,Puchezh,RU,56.9788,43.1676,54.23,72,2,2.73,clear sky
557,Patrocinio,BR,-18.9439,-46.9925,54.9,59,100,4.38,overcast clouds
558,Yar-Sale,RU,66.8333,70.8333,42.73,79,100,22.82,light rain
559,Doka,SD,13.5167,35.7667,79.75,64,13,8.61,few clouds
560,Solnechnyy,RU,50.7214,136.6319,78.69,35,15,10.36,few clouds
561,Atlantic City,US,39.3643,-74.4229,68.18,90,0,6.91,clear sky
562,Lewisporte,CA,49.2499,-55.0482,44.31,88,0,3.74,clear sky
563,Trinidad,BO,-14.8333,-64.9,54.27,62,0,4.27,clear sky
564,Butembo,CD,0.15,29.2833,55.6,95,29,2.91,light rain
565,Torata,PE,-17.0769,-70.8433,52.23,29,0,2.35,clear sky
566,Pudozh,RU,61.8099,36.5345,56.03,98,100,6.38,overcast clouds
567,Dibulla,CO,11.2725,-73.3091,77.23,88,100,6.91,overcast clouds
568,Ulladulla,AU,-35.35,150.4667,55.76,49,2,3.78,clear sky
569,San Lazaro,BZ,18.0387,-88.6622,74.71,90,16,5.08,few clouds
570,Tokmak,UA,47.2514,35.7058,63.93,89,16,10.58,few clouds
571,Orapa,BW,-21.2833,25.3667,49.69,69,0,7.92,clear sky
572,Tumen,CN,42.9661,129.8425,58.12,98,100,6.51,moderate rain
573,Pokhara,NP,28.2333,83.9833,79.02,60,84,0.07,broken clouds
574,Ribeira Brava,PT,32.65,-17.0667,69.01,82,22,2.8,few clouds
575,Ankang,CN,32.68,109.0172,82.94,56,0,2.89,clear sky
576,Santa Marta,CO,11.2408,-74.199,77.05,88,100,6.91,light intensity drizzle
577,Hachinohe,JP,40.5,141.5,55.58,94,75,9.22,mist
578,Olot,ES,42.181,2.4901,69.6,10,3,4.59,clear sky
579,Lata,PT,40.1629,-8.3327,65.07,73,2,2.01,clear sky
580,Natal,BR,-5.795,-35.2094,77.22,94,20,3.44,few clouds
581,Iquitos,PE,-3.7481,-73.2472,71.64,94,75,1.14,broken clouds
582,Gaogou,CN,34.0175,119.1886,84.43,40,92,7.23,overcast clouds
583,Goose Creek,US,32.981,-80.0326,80.89,90,40,8.05,scattered clouds
584,Nantucket,US,41.2835,-70.0995,66.0,90,75,10.36,broken clouds
585,Kasongo-Lunda,CD,-6.4667,16.8167,63.43,57,5,0.51,clear sky
586,Aswan,EG,24.0934,32.907,86.74,25,0,13.4,clear sky
587,Morondava,MG,-20.2833,44.2833,67.64,61,0,11.9,clear sky
588,Sistranda,NO,63.7256,8.834,51.76,90,100,10.33,overcast clouds
589,Huicungo,PE,-7.2833,-76.8,67.77,86,81,0.25,broken clouds
590,Ngerengere,TZ,-6.75,38.1167,63.82,95,96,3.11,overcast clouds
591,Okato,NZ,-39.2,173.8833,55.18,80,100,18.01,overcast clouds
592,Manchar,IN,19.0,73.9333,77.25,70,46,7.34,scattered clouds
593,Brae,GB,60.3964,-1.353,50.54,96,100,18.3,overcast clouds
594,Rayong,TH,12.8333,101.4333,89.96,76,90,8.66,overcast clouds
595,Gurupi,BR,-11.7292,-49.0686,73.98,57,83,4.05,broken clouds
596,Port Macquarie,AU,-31.4333,152.9167,63.9,57,0,8.21,clear sky
597,Bilgi,IN,16.35,75.6167,78.17,68,100,13.35,overcast clouds
598,San Jose,US,37.3394,-121.895,69.85,60,40,13.8,scattered clouds
599,Padang,ID,-0.9492,100.3543,84.25,65,98,0.87,overcast clouds
600,Nesna,NO,66.1967,13.0213,50.67,80,100,10.96,overcast clouds
601,Kuminskiy,RU,58.6667,66.5667,50.61,96,100,7.47,overcast clouds
602,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,49.42,78,0,2.01,clear sky
603,Bengkulu,ID,-3.8004,102.2655,82.18,67,100,2.04,overcast clouds
604,Flinders,AU,-34.5833,150.8552,63.05,49,4,5.21,clear sky
605,Dwarka,IN,22.2394,68.9678,85.55,70,70,7.34,broken clouds
606,Graaff-Reinet,ZA,-32.2522,24.5308,59.4,41,100,12.33,overcast clouds
607,Sabla,NG,12.7525,4.7077,85.66,50,46,7.23,scattered clouds
608,Ahmadnagar,IN,19.0833,74.7333,78.55,67,78,10.69,broken clouds
609,Renfrew,GB,55.872,-4.3925,51.84,89,75,5.75,broken clouds
610,Grindavik,IS,63.8424,-22.4338,48.67,100,100,12.66,light intensity drizzle
611,Pontes E Lacerda,BR,-15.2261,-59.3353,53.4,59,3,3.22,clear sky
612,Ponta Delgada,PT,37.7333,-25.6667,62.51,88,20,2.3,few clouds
613,Simoes,BR,-7.5989,-40.8178,74.14,70,94,3.22,overcast clouds
614,Naifaru,MV,5.4444,73.3657,82.96,75,100,8.16,overcast clouds
615,Chopan,IN,24.5167,83.0333,102.47,27,5,16.02,clear sky
616,Simdega,IN,22.6167,84.5167,94.68,35,82,11.56,broken clouds
617,Yanji,CN,42.9075,129.5078,59.43,95,100,5.66,overcast clouds
618,Semnan,IR,35.5729,53.3971,79.2,31,0,2.15,clear sky
619,Koslan,RU,63.4564,48.8989,54.7,47,86,3.78,overcast clouds
620,Inirida,CO,3.8653,-67.9239,69.8,99,100,1.52,overcast clouds
621,Petrovsk-Zabaykalskiy,RU,51.273,108.843,74.3,28,100,2.64,overcast clouds
622,Valera,VE,9.3178,-70.6036,70.72,89,90,4.52,overcast clouds
623,Paramonga,PE,-10.6667,-77.8333,62.85,83,18,9.55,few clouds
624,Vilhena,BR,-12.7406,-60.1458,57.34,82,6,3.71,clear sky
625,Ngaoundere,CM,7.3167,13.5833,62.85,96,100,0.69,overcast clouds
626,Port Shepstone,ZA,-30.7414,30.455,62.2,44,4,7.09,clear sky
627,Sinjar,IQ,36.3209,41.8754,71.58,55,1,13.94,clear sky
628,Evans,US,33.5337,-82.1307,87.04,64,23,1.99,few clouds
629,Chunskiy,RU,56.0815,99.6342,78.48,48,72,5.77,broken clouds
630,Dandong,CN,40.1292,124.3947,74.57,61,100,14.09,overcast clouds
631,Novyy Urengoy,RU,66.0833,76.6333,66.96,60,11,8.08,few clouds
632,Jeremie,HT,18.65,-74.1167,79.83,76,60,5.03,broken clouds
633,Koutiala,ML,12.3917,-5.4642,78.85,70,17,8.25,few clouds
634,Santa Maria Do Para,BR,-1.3503,-47.5756,71.58,95,7,4.52,clear sky
635,Lesosibirsk,RU,58.2358,92.4828,76.28,46,41,6.85,scattered clouds
636,Suffolk,US,40.8668,-72.7996,69.42,93,40,6.91,scattered clouds
637,Tucurui,BR,-3.7661,-49.6725,74.84,92,96,1.95,overcast clouds
638,Quatre Cocos,MU,-20.2078,57.7625,71.71,78,50,19.44,light rain
639,Turayf,SA,31.6725,38.6637,64.65,82,0,13.8,clear sky
640,Igarka,RU,67.4667,86.5833,65.08,68,100,12.03,overcast clouds
641,Eureka,US,40.8021,-124.1637,57.81,77,89,8.99,overcast clouds
642,Basco,PH,20.4487,121.9702,84.9,80,31,16.82,scattered clouds
643,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,19.57,few clouds
644,Tapiramuta,BR,-11.8472,-40.7914,63.77,83,27,2.77,scattered clouds
645,Kaliganj,BD,23.4095,89.1402,93.25,59,86,15.39,overcast clouds
646,Malanville,BJ,11.8685,3.3899,83.35,57,63,6.38,broken clouds
647,Soure,BR,-0.7167,-48.5233,79.05,80,8,9.91,clear sky
648,Baruun-Urt,MN,46.6806,113.2792,59.49,65,100,16.67,overcast clouds
649,Goulburn,AU,-34.75,149.7167,50.94,59,21,1.99,few clouds
650,Hilton Head Island,US,32.2163,-80.7526,82.45,88,83,1.01,broken clouds
651,Ust-Maya,RU,60.4167,134.5333,51.37,95,100,3.33,light rain
652,Ossora,RU,59.2353,163.0719,46.13,79,96,1.86,overcast clouds
653,Zschopau,DE,50.75,13.0667,60.78,76,100,3.13,overcast clouds
654,Kpandu,GH,6.9954,0.2931,74.12,90,97,4.45,overcast clouds
655,Zhezkazgan,KZ,47.8043,67.7144,78.78,27,0,11.18,clear sky
656,Damaturu,NG,11.747,11.9608,81.77,56,69,14.85,broken clouds
657,Mogadishu,SO,2.0371,45.3438,79.05,78,100,19.15,overcast clouds
658,Sertania,BR,-8.0736,-37.2644,67.15,94,12,3.36,few clouds
659,Sampit,ID,-2.5333,112.95,78.89,93,100,0.54,overcast clouds
660,Barvinkove,UA,48.9097,37.0205,63.61,93,88,6.08,heavy intensity rain
661,Prado,BR,-17.3411,-39.2208,71.89,91,21,5.95,few clouds
662,Acapulco,MX,16.8634,-99.8901,80.42,83,100,4.61,overcast clouds
663,Dawei,MM,14.0833,98.2,85.3,72,93,5.12,overcast clouds
664,Cozumel,MX,20.5083,-86.9458,80.01,86,7,7.0,clear sky
665,Eenhana,NA,-17.4667,16.3333,50.9,63,0,6.46,clear sky
666,Verkhnevilyuysk,RU,63.4453,120.3167,55.38,71,100,7.34,light rain
667,Zumarraga,PH,11.6388,124.8417,87.31,63,81,4.74,broken clouds
668,Djambala,CG,-2.5447,14.7533,68.02,77,74,4.25,broken clouds
669,Columbus,US,39.9612,-82.9988,73.6,95,40,3.44,scattered clouds
670,Chara,RU,56.9064,118.2631,65.35,37,4,3.38,clear sky
671,Mezhdurechensk,RU,53.6942,88.0603,70.11,82,100,2.73,light rain
672,Deputatskiy,RU,69.3,139.9,63.91,28,0,23.89,clear sky
673,Tuscaloosa,US,33.2098,-87.5692,83.98,81,40,3.44,scattered clouds
674,Anapskaya,RU,44.89,37.38,68.23,73,0,13.42,clear sky
675,Makushino,RU,55.2103,67.2442,57.54,77,12,7.58,few clouds
676,Mittersill,AT,47.2667,12.4833,58.84,87,65,3.8,moderate rain
677,Kununurra,AU,-15.7667,128.7333,78.78,18,30,12.66,scattered clouds
678,Kviteseid,NO,59.4022,8.4927,43.84,85,10,5.08,clear sky
679,Kamyaran,IR,34.7956,46.9355,72.12,32,0,1.68,clear sky
680,Casablanca,MA,33.5928,-7.6192,79.02,83,80,1.99,broken clouds
681,Aleksandrov Gay,RU,50.147,48.5704,59.88,62,1,8.99,clear sky
682,Linxia,CN,35.6003,103.2064,69.26,35,80,4.41,broken clouds
683,Cockburn Town,TC,21.4612,-71.1419,80.4,84,6,21.79,clear sky
