City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
383,Xucheng,CN,2022-06-09 05:03:43,20.35,110.1288,85.69,66,100,5.3
384,Oda,JP,2022-06-09 05:03:43,35.1833,132.5,68.2,75,9,10.85
385,Shenzhen,CN,2022-06-09 04:59:12,22.5455,114.0683,82.26,96,100,3.76
386,Jijiga,ET,2022-06-09 05:03:22,9.35,42.8,64.04,79,63,18.92
387,Khatanga,RU,2022-06-09 05:03:44,71.9667,102.5,53.6,40,15,7.29
388,Denizli,TR,2022-06-09 04:59:41,37.8402,29.0698,72.27,52,0,0.36
389,Lavrentiya,RU,2022-06-09 05:03:44,65.5833,-171.0,41.27,59,0,8.88
390,Beringovskiy,RU,2022-06-09 05:03:44,63.05,179.3167,39.36,61,5,8.93
391,Puerto Escondido,MX,2022-06-09 05:03:45,15.85,-97.0667,79.36,84,91,2.77
392,Ndele,CF,2022-06-09 05:03:45,8.4109,20.6473,69.26,96,100,6.24
393,Tura,IN,2022-06-09 05:03:45,25.5198,90.2201,79.29,90,100,7.76
394,Yaan,NG,2022-06-09 05:03:45,7.3833,8.5667,72.52,94,72,6.08
395,Raymondville,US,2022-06-09 05:01:30,26.4815,-97.7831,82.09,91,9,11.23
396,Sahuaripa,MX,2022-06-09 05:03:46,29.05,-109.2333,80.29,49,89,2.17
397,Villaviciosa,ES,2022-06-09 05:03:46,43.4813,-5.4357,62.22,98,65,2.73
398,Saldanha,ZA,2022-06-09 05:03:47,-33.0117,17.9442,60.15,87,0,9.91
399,Excelsior Springs,US,2022-06-09 04:58:53,39.3392,-94.2261,65.75,93,0,0.0
400,Laguna,US,2022-06-09 05:03:47,38.421,-121.4238,77.31,59,0,5.75
401,Teguldet,RU,2022-06-09 05:03:47,57.3064,88.1667,63.46,45,31,3.85
402,Skerries,IE,2022-06-09 05:03:48,53.5828,-6.1083,56.12,87,84,9.73
403,Sol-Iletsk,RU,2022-06-09 05:03:48,51.1631,54.9918,53.8,91,100,13.18
404,Awbari,LY,2022-06-09 05:03:48,26.5921,12.7805,84.6,16,7,3.15
405,Sao Filipe,CV,2022-06-09 05:03:48,14.8961,-24.4956,72.52,84,25,4.03
406,Bafra,TR,2022-06-09 05:03:49,41.5678,35.9069,69.82,83,100,3.47
407,Conakry,GN,2022-06-09 05:03:49,9.538,-13.6773,80.51,76,97,5.73
408,Flin Flon,CA,2022-06-09 05:03:49,54.7682,-101.865,54.05,63,41,4.76
409,Erzin,TR,2022-06-09 05:04:50,36.9559,36.2,72.99,74,41,2.73
410,Chamba,IN,2022-06-09 05:04:50,32.5667,76.1333,94.77,18,51,7.96
411,Khorixas,NA,2022-06-09 05:04:50,-20.3667,14.9667,53.92,32,0,10.58
412,Talnakh,RU,2022-06-09 05:04:51,69.4865,88.3972,42.21,71,64,5.97
413,Piuma,BR,2022-06-09 05:00:02,-20.8378,-40.7219,66.72,90,63,5.93
414,Shadrinsk,RU,2022-06-09 05:04:51,56.0852,63.6335,56.03,83,100,9.57
415,Macau,MO,2022-06-09 05:01:09,22.2006,113.5461,78.53,94,40,11.5
416,Caravelas,BR,2022-06-09 05:04:51,-17.7125,-39.2481,69.64,94,14,5.17
417,Verkhnevilyuysk,RU,2022-06-09 05:04:52,63.4453,120.3167,76.6,40,60,5.41
418,Turan,VN,2022-06-09 05:04:52,16.0678,108.2208,96.78,44,20,4.61
419,Inirida,CO,2022-06-09 05:04:52,3.8653,-67.9239,71.1,97,94,1.43
420,Yebaishou,CN,2022-06-09 05:04:53,41.3975,119.6408,72.09,43,52,5.88
421,Russell,US,2022-06-09 05:04:53,32.3502,-85.1999,77.0,94,0,0.0
422,Pevek,RU,2022-06-09 05:04:53,69.7008,170.3133,44.96,63,57,9.06
423,Leningradskiy,RU,2022-06-09 05:04:54,69.3833,178.4167,38.39,70,24,15.19
424,Narok,KE,2022-06-09 05:04:54,-1.0783,35.8601,57.94,91,95,5.57
425,Phibun Mangsahan,TH,2022-06-09 05:04:54,15.2447,105.2291,96.12,54,100,6.4
426,Turbat,PK,2022-06-09 05:04:55,26.0023,63.044,91.17,48,0,5.17
427,Jeremie,HT,2022-06-09 05:04:55,18.65,-74.1167,78.37,81,61,3.09
428,Mazyr,BY,2022-06-09 05:04:55,52.0495,29.2456,68.92,66,68,6.24
429,Akyab,MM,2022-06-09 05:04:56,20.15,92.9,83.62,73,99,9.57
430,Rawah,IQ,2022-06-09 05:04:56,34.4816,41.9093,85.82,27,0,17.58
431,Mandali,IQ,2022-06-09 05:04:56,33.7499,45.5541,101.01,10,0,0.98
432,Petrov Val,RU,2022-06-09 05:04:57,50.1434,45.2096,65.05,56,5,10.71
433,Dingle,PH,2022-06-09 05:04:57,10.9995,122.6711,87.51,65,100,6.15
434,Khadyzhensk,RU,2022-06-09 05:04:57,44.4256,39.5319,71.8,75,54,0.25
435,Saint George,US,2022-06-09 05:02:56,37.1041,-113.5841,88.39,20,0,1.01
436,Serowe,BW,2022-06-09 05:04:58,-22.3833,26.7167,42.44,80,0,4.97
437,Niamey,NE,2022-06-09 05:04:58,13.5137,2.1098,87.64,39,7,8.16
438,Lukulu,ZM,2022-06-09 05:04:58,-14.3707,23.242,49.53,88,6,5.57
439,Bac Lieu,VN,2022-06-09 05:04:59,9.285,105.7244,90.27,57,70,5.01
440,Quesnel,CA,2022-06-09 05:04:59,52.9999,-122.5029,50.45,88,100,2.39
441,Misratah,LY,2022-06-09 05:04:59,32.3754,15.0925,76.75,61,81,4.41
442,Bull Savanna,JM,2022-06-09 05:05:00,17.8868,-77.5902,74.39,87,100,8.39
443,Aswan,EG,2022-06-09 05:05:00,24.0934,32.907,90.43,20,0,16.42
444,Mareeba,AU,2022-06-09 05:00:17,-17.0,145.4333,76.44,70,96,5.82
445,Gizo,SB,2022-06-09 05:05:01,-8.103,156.8419,82.85,70,93,1.77
446,Jumla,NP,2022-06-09 05:05:01,29.2747,82.1838,74.41,38,66,5.82
447,Sitka,US,2022-06-09 05:05:01,57.0531,-135.33,60.69,51,75,9.22
448,Coahuayana,MX,2022-06-09 05:05:01,18.7333,-103.6833,75.9,87,70,1.9
449,Gasa,PS,2022-06-09 05:05:02,31.5,34.4667,79.88,50,0,2.51
450,Nizip,TR,2022-06-09 05:05:02,37.0097,37.7942,73.53,51,0,7.94
451,Saint-Denis,FR,2022-06-09 05:05:03,48.9167,2.3333,55.15,88,0,8.05
452,Saint-Augustin,CA,2022-06-09 05:05:03,51.226,-58.6502,45.66,72,100,3.87
453,Haapiti,PF,2022-06-09 05:06:03,-17.5667,-149.8667,79.72,72,23,7.94
454,Kijang,KR,2022-06-09 05:06:03,35.2442,129.2139,68.54,63,2,7.81
455,Morrope,PE,2022-06-09 05:06:04,-6.5417,-80.0111,63.79,86,97,12.75
456,Sao Caetano Do Sul,BR,2022-06-09 05:06:04,-23.6231,-46.5511,64.42,91,100,2.3
457,Hastings,GB,2022-06-09 05:01:57,50.8552,0.5729,54.79,90,44,11.56
458,Zambezi,ZM,2022-06-09 05:06:05,-13.5432,23.1047,47.75,95,9,5.35
459,Oktyabrskoye,RU,2022-06-09 05:06:05,43.0645,44.7417,64.54,77,98,0.0
460,Andra,RU,2022-06-09 05:06:05,62.5147,65.8878,58.91,70,99,13.22
461,Maniitsoq,GL,2022-06-09 05:06:06,65.4167,-52.9,39.74,67,57,2.95
462,Bulgan,MN,2022-06-09 05:06:06,48.8125,103.5347,58.44,45,32,5.01
463,Mandera,KE,2022-06-09 05:06:06,3.9366,41.867,78.96,61,83,17.27
464,Neyshabur,IR,2022-06-09 05:06:07,36.2133,58.7958,86.52,13,44,4.03
465,De-Kastri,RU,2022-06-09 05:06:07,51.4667,140.7833,45.16,97,100,6.8
466,Krasnoselkup,RU,2022-06-09 05:06:07,65.7,82.4667,55.89,35,1,5.68
467,Xuzhou,CN,2022-06-09 05:06:08,34.1805,117.1571,93.85,28,88,10.6
468,Albanel,CA,2022-06-09 05:06:08,48.8832,-72.4487,48.85,89,56,1.63
469,Umba,RU,2022-06-09 05:06:09,66.6871,34.3429,51.42,75,100,7.81
470,Luis Correia,BR,2022-06-09 05:06:09,-2.8792,-41.6669,75.31,88,46,10.56
471,Klyuchi,RU,2022-06-09 05:06:09,52.2667,79.1667,76.69,31,100,14.79
472,Thibodaux,US,2022-06-09 05:01:31,29.7958,-90.8229,80.58,89,7,5.61
473,Vila Velha,BR,2022-06-09 05:02:38,-20.3297,-40.2925,69.94,90,14,5.21
474,Adre,TD,2022-06-09 05:06:10,13.4667,22.2,75.83,67,98,9.86
475,Coxim,BR,2022-06-09 05:06:10,-18.5067,-54.76,66.79,96,85,2.77
476,Mount Gambier,AU,2022-06-09 05:06:10,-37.8333,140.7667,54.16,73,88,10.0
477,Nelson Bay,AU,2022-06-09 05:06:11,-32.7167,152.15,63.0,50,1,4.0
478,Lagoa,PT,2022-06-09 05:03:08,39.05,-27.9833,63.86,94,20,16.44
479,Ous,RU,2022-06-09 05:06:11,60.9058,61.5186,51.12,90,100,8.25
480,Asau,RO,2022-06-09 05:06:12,46.4333,26.4,65.95,62,44,1.52
481,Olden,NO,2022-06-09 05:06:12,61.8364,6.8064,54.34,82,40,0.89
482,Marquette,US,2022-06-09 05:06:12,46.5333,-87.6335,52.36,82,55,7.27
483,Itarema,BR,2022-06-09 05:06:13,-2.9248,-39.9167,74.8,90,65,7.0
484,Ketchikan,US,2022-06-09 05:05:33,55.3422,-131.6461,54.07,76,100,10.36
485,Novozavedennoye,RU,2022-06-09 05:06:13,44.2628,43.6381,69.1,53,92,7.85
486,Souillac,MU,2022-06-09 05:06:14,-20.5167,57.5167,73.67,74,41,16.53
487,Pangnirtung,CA,2022-06-09 05:06:14,66.1451,-65.7125,34.59,71,16,6.35
488,Khani,GE,2022-06-09 05:06:14,41.9563,42.9566,60.37,61,59,3.69
489,Buta,CD,2022-06-09 05:06:15,2.7858,24.73,69.24,85,100,1.45
490,Porto Velho,BR,2022-06-09 05:06:15,-8.7619,-63.9039,75.25,94,0,1.14
491,Nancha,CN,2022-06-09 05:06:15,47.1333,129.2667,69.39,69,98,4.43
492,Marsa Matruh,EG,2022-06-09 05:06:16,31.3525,27.2453,75.06,71,0,7.38
493,Haines Junction,CA,2022-06-09 05:06:16,60.7522,-137.5108,63.34,39,76,4.99
494,Rockland,US,2022-06-09 05:05:52,41.1668,-74.0496,72.79,78,80,2.3
495,Gravdal,NO,2022-06-09 05:06:16,68.1214,13.5031,44.49,76,40,9.22
496,Atherton,GB,2022-06-09 05:06:17,53.5237,-2.4935,54.75,87,52,1.01
497,Huarmey,PE,2022-06-09 05:06:17,-10.0681,-78.1522,64.4,87,31,11.1
498,Khromtau,KZ,2022-06-09 05:06:17,50.2503,58.4347,62.64,42,49,19.89
499,Shingu,JP,2022-06-09 05:07:18,33.7333,135.9833,72.23,75,100,5.23
500,Bandarbeyla,SO,2022-06-09 05:07:18,9.4942,50.8122,87.17,51,100,25.86
501,Kharp,RU,2022-06-09 05:07:19,66.8014,65.8081,70.9,31,12,5.79
502,Dhidhdhoo,MV,2022-06-09 05:07:19,6.8833,73.1,82.42,75,94,11.63
503,Senneterre,CA,2022-06-09 05:07:19,48.3835,-77.2328,48.74,94,84,3.13
504,Kidal,ML,2022-06-09 05:07:20,18.4411,1.4078,86.38,14,1,7.9
505,Ciudad Bolivar,VE,2022-06-09 05:07:20,8.1222,-63.5497,75.43,88,73,9.71
506,Spokane,US,2022-06-09 05:03:40,47.6166,-117.3677,63.25,59,0,3.44
507,Yuci,CN,2022-06-09 05:07:21,37.6803,112.7319,83.95,28,20,11.18
508,Grand Gaube,MU,2022-06-09 05:07:21,-20.0064,57.6608,76.37,66,3,7.0
509,Lasa,IT,2022-06-09 05:07:21,46.6166,10.7002,49.69,96,100,7.61
510,Cap-Aux-Meules,CA,2022-06-09 05:07:22,47.3821,-61.8597,50.31,96,100,17.85
511,Sao Teotonio,PT,2022-06-09 05:07:22,37.5128,-8.7071,60.12,98,78,5.21
512,Rocha,UY,2022-06-09 05:07:22,-34.4833,-54.3333,49.33,94,50,3.87
513,Ambon,ID,2022-06-09 05:07:22,-3.6954,128.1814,87.94,66,40,5.75
514,Dwarka,IN,2022-06-09 05:07:23,22.2394,68.9678,84.72,74,96,15.88
515,Korsakov,RU,2022-06-09 05:07:23,46.6328,142.7813,49.84,75,96,8.95
516,Pringsewu,ID,2022-06-09 05:07:23,-5.3582,104.9744,84.56,69,100,0.69
517,Rio Gallegos,AR,2022-06-09 05:02:26,-51.6226,-69.2181,34.63,58,57,31.85
518,Mananjary,MG,2022-06-09 05:07:24,-21.2167,48.3333,69.12,86,100,6.62
519,Baiyin,CN,2022-06-09 05:07:24,36.5583,104.2081,77.85,21,83,4.43
520,Carmen,MX,2022-06-09 05:07:25,18.6333,-91.8333,82.04,81,100,8.61
521,Najran,SA,2022-06-09 05:07:25,17.4924,44.1277,86.34,12,78,2.46
522,Tezpur,IN,2022-06-09 05:07:25,26.6333,92.8,83.48,81,97,2.37
523,Butajira,ET,2022-06-09 05:07:25,8.1167,38.3667,61.52,76,86,5.68
524,Polson,US,2022-06-09 05:07:26,47.6936,-114.1632,56.48,72,100,4.23
525,Stranraer,GB,2022-06-09 05:07:26,54.9023,-5.0273,51.44,90,92,7.54
526,Kambove,CD,2022-06-09 05:07:26,-10.8764,26.5969,47.5,96,10,3.91
527,Cockburn Town,TC,2022-06-09 05:07:27,21.4612,-71.1419,80.2,81,100,16.37
528,Defiance,US,2022-06-09 05:07:27,41.3334,-84.45,60.15,95,96,7.56
529,Tchaourou,BJ,2022-06-09 05:07:27,8.8865,2.5975,71.92,98,20,5.66
530,Touros,BR,2022-06-09 05:07:28,-5.1989,-35.4608,73.47,93,56,7.83
531,Daru,PG,2022-06-09 05:07:28,-9.0763,143.2092,79.74,86,100,10.31
532,Kashan,IR,2022-06-09 05:07:17,33.9831,51.4364,90.43,11,0,6.58
533,Bumba,CD,2022-06-09 05:07:29,2.1833,22.4667,69.67,93,97,2.33
534,Mamou,GN,2022-06-09 05:07:29,10.5,-12.0,68.23,95,100,2.3
535,Cidreira,BR,2022-06-09 05:07:29,-30.1811,-50.2056,62.02,89,9,10.74
536,Ocampo,MX,2022-06-09 05:07:29,21.65,-101.5,57.88,72,8,13.67
537,Fort Nelson,CA,2022-06-09 05:07:30,58.8053,-122.7002,58.06,62,56,0.89
538,Dunedin,NZ,2022-06-09 05:07:30,-45.8742,170.5036,49.8,63,82,1.14
539,Grande Prairie,CA,2022-06-09 05:07:30,55.1667,-118.8027,50.79,87,99,2.06
540,Cansancao,BR,2022-06-09 05:07:31,-10.6672,-39.4992,64.44,98,73,4.61
541,Poum,NC,2022-06-09 05:07:31,-20.2333,164.0167,76.17,74,94,18.86
542,Kingaroy,AU,2022-06-09 05:07:31,-26.5333,151.8333,56.14,39,0,11.48
543,Monrovia,LR,2022-06-09 05:02:51,6.3005,-10.7969,77.31,83,39,2.19
544,Santiago Del Estero,AR,2022-06-09 05:07:32,-27.7951,-64.2615,63.91,76,97,5.44
545,Ashoknagar,IN,2022-06-09 05:08:32,24.5667,77.7167,99.23,23,5,16.53
546,Bulaevo,KZ,2022-06-09 05:08:32,54.9056,70.4439,70.3,37,1,10.22
547,Bosanska Kostajnica,HR,2022-06-09 05:08:33,45.2159,16.5444,59.65,95,44,1.21
548,Axim,GH,2022-06-09 05:08:33,4.8699,-2.2405,76.86,87,28,5.48
549,Yingcheng,CN,2022-06-09 05:08:33,30.95,113.55,90.1,42,100,10.58
550,Viljoenskroon,ZA,2022-06-09 05:08:34,-27.2084,26.9485,45.0,43,0,0.98
551,Pocone,BR,2022-06-09 05:08:34,-16.2567,-56.6228,70.12,97,93,3.58
552,Upata,VE,2022-06-09 05:08:34,8.0086,-62.3989,69.19,97,52,4.03
553,Aksu,CN,2022-06-09 05:08:34,41.1231,80.2644,87.37,10,80,2.44
554,Havre-Saint-Pierre,CA,2022-06-09 05:08:35,50.2334,-63.5986,52.16,93,100,8.05
555,Lanigan,CA,2022-06-09 05:04:52,51.8501,-105.0344,56.59,63,77,6.96
556,Honningsvag,NO,2022-06-09 05:08:35,70.9821,25.9704,44.35,70,75,16.11
557,Halifax,CA,2022-06-09 05:04:39,44.6453,-63.5724,57.52,95,100,8.01
558,Belinskiy,RU,2022-06-09 05:08:35,52.9647,43.4165,62.42,66,3,8.05
559,Faya,SA,2022-06-09 05:08:36,18.3851,42.4509,77.52,13,36,7.43
560,Redmond,US,2022-06-09 05:08:36,47.674,-122.1215,63.88,66,88,2.35
561,Savelugu,GH,2022-06-09 05:08:36,9.6244,-0.8253,78.31,71,45,6.51
562,Marshall,US,2022-06-09 05:08:37,34.3834,-86.3333,72.07,95,75,4.61
563,Praia Da Vitoria,PT,2022-06-09 05:08:37,38.7333,-27.0667,65.75,99,68,8.59
564,Nabire,ID,2022-06-09 05:08:37,-3.3667,135.4833,83.35,77,30,4.27
565,Majene,ID,2022-06-09 05:08:38,-3.5403,118.9707,85.86,65,79,4.72
566,Pangody,RU,2022-06-09 05:08:38,65.85,74.4859,69.03,35,41,8.79
567,Gat,IL,2022-06-09 05:06:02,31.61,34.7642,85.41,33,0,1.43
568,Great Falls,US,2022-06-09 05:03:53,47.5002,-111.3008,60.67,57,75,11.5
569,Los Llanos De Aridane,ES,2022-06-09 05:08:38,28.6585,-17.9182,69.12,70,100,12.66
570,Dalianwan,CN,2022-06-09 05:08:39,39.0286,121.695,73.44,64,20,6.71
571,Port Hawkesbury,CA,2022-06-09 05:07:29,45.6169,-61.3485,55.9,98,100,9.22
572,Bogorodskoye,RU,2022-06-09 05:08:39,56.55,37.8833,62.85,59,35,3.33
573,Apac,UG,2022-06-09 05:08:40,1.9756,32.5386,62.91,98,100,2.35
574,Zharkent,KZ,2022-06-09 05:08:40,44.1628,80.0,85.68,23,96,7.7
575,Katangli,RU,2022-06-09 05:08:40,51.7102,143.2326,43.9,83,100,16.24
